45,Rohan Gupta,05-03-2024,Completed,16:00,17:00,202211054,202211054@daiict.ac.in,MTech ICT,7967890123,7967890123,9945678901,live:.cid.t4m1jh7b9xv,,,,,,,,,,,,
46,Akanksha Singh,05-03-2024,Completed,17:00,18:00,202211056,202211056@daiict.ac.in,MTech ICT ,7978901234,7978901234,9946789012,live:.cid.k8z3nv5t6qd,,,,,,,,,,,,
47,Suraj Verma,05-03-2024,Completed,23:00,24:00,202211063,202211063@daiict.ac.in,MTech ICT,7989012345,7989012345,9947890123,live:.cid.g1m6kx9t3jn,,,,,,,,,,,,
48,Saanvi Shah,05-03-2024,Completed,22:00,23:00,202211071,202211071@daiict.ac.in,MTech ICT ,7990123456,7990123456,9948901234,live:.cid.b7q2gw4n6vh,,,,,,,,,,,,
49,Ravi Joshi,06-03-2024,Completed,20:30,21:30,202211077,202211077@daiict.ac.in,MTech ICT,7901234567,7901234567,9949012345,live:.cid.v5z9ft3j1rm,,,,,,,,,,,,
50,Aaradhya Sharma,06-03-2024,Completed,21:30,22:30,202211093,202211093@daiict.ac.in,MTech ICT ,7912345678,7912345678,9950123456,live:.cid.l2b8xr4d9pj,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
